Amp                      Mask
1.572908533721891899e+02 0.000000000000000000e+00
1.514584464610823602e+02 0.000000000000000000e+00
1.627446604920753543e+02 0.000000000000000000e+00
1.564732239907246480e+02 0.000000000000000000e+00
1.451071597999151948e+02 0.000000000000000000e+00
1.581427017022205348e+02 0.000000000000000000e+00
1.697581821703752212e+02 0.000000000000000000e+00
1.585762681754593473e+02 0.000000000000000000e+00
1.653606267706644530e+02 0.000000000000000000e+00
1.561905487109355875e+02 0.000000000000000000e+00
1.467850154910217952e+02 0.000000000000000000e+00
1.566143517855869618e+02 0.000000000000000000e+00
1.531955633875381011e+02 0.000000000000000000e+00
1.515629289829431059e+02 0.000000000000000000e+00
1.515504842162627597e+02 0.000000000000000000e+00
1.341584819489641234e+02 0.000000000000000000e+00
1.538837571574469791e+02 0.000000000000000000e+00
1.470275258953192008e+02 0.000000000000000000e+00
1.554590400172338036e+02 0.000000000000000000e+00
1.633949013105876134e+02 0.000000000000000000e+00
1.498542471058658236e+02 0.000000000000000000e+00
1.615932068387062372e+02 0.000000000000000000e+00
1.554201967316099058e+02 0.000000000000000000e+00
1.693963126430911075e+02 0.000000000000000000e+00
1.514142513502327461e+02 0.000000000000000000e+00
1.589564131766682351e+02 0.000000000000000000e+00
1.559811829622571224e+02 0.000000000000000000e+00
1.448300100478338379e+02 0.000000000000000000e+00
1.572464253123717981e+02 0.000000000000000000e+00
1.746075460205854597e+02 0.000000000000000000e+00
1.686274053292263488e+02 0.000000000000000000e+00
1.620117551956642785e+02 0.000000000000000000e+00
1.560767471392781829e+02 0.000000000000000000e+00
1.562269170638265905e+02 0.000000000000000000e+00
1.640709757876917649e+02 0.000000000000000000e+00
1.532454135937296940e+02 0.000000000000000000e+00
1.650306551582645227e+02 0.000000000000000000e+00
1.660394022010536048e+02 0.000000000000000000e+00
1.662042754607247161e+02 0.000000000000000000e+00
1.631824437235310370e+02 0.000000000000000000e+00
1.656187545756490636e+02 0.000000000000000000e+00
1.603980114793553753e+02 0.000000000000000000e+00
1.726365893559097913e+02 0.000000000000000000e+00
1.618550897046488615e+02 0.000000000000000000e+00
1.715489389517418317e+02 0.000000000000000000e+00
1.683697076887877984e+02 0.000000000000000000e+00
1.669627835944188234e+02 0.000000000000000000e+00
1.750071309131414807e+02 0.000000000000000000e+00
1.687964749981347268e+02 0.000000000000000000e+00
1.650828239977071519e+02 0.000000000000000000e+00
1.715188522559947728e+02 0.000000000000000000e+00
1.706945431856361211e+02 0.000000000000000000e+00
1.662314271085907649e+02 0.000000000000000000e+00
1.842077882438674123e+02 0.000000000000000000e+00
1.779416727442848298e+02 0.000000000000000000e+00
1.715257528372694651e+02 0.000000000000000000e+00
2.083158290475894887e+02 0.000000000000000000e+00
2.365142824191982527e+02 0.000000000000000000e+00
2.138754091284385197e+02 0.000000000000000000e+00
1.864478120406849939e+02 0.000000000000000000e+00
1.948677433616543624e+02 0.000000000000000000e+00
1.972076878085136400e+02 0.000000000000000000e+00
1.774178890093191967e+02 0.000000000000000000e+00
1.718047003880311934e+02 0.000000000000000000e+00
1.773671132265239976e+02 0.000000000000000000e+00
1.727503283532611533e+02 0.000000000000000000e+00
1.819390889747388655e+02 0.000000000000000000e+00
1.770004284749398948e+02 0.000000000000000000e+00
1.758326130752640495e+02 0.000000000000000000e+00
1.862372114987936698e+02 0.000000000000000000e+00
1.898833656722717080e+02 0.000000000000000000e+00
1.873388909953731059e+02 0.000000000000000000e+00
1.764806043814071472e+02 0.000000000000000000e+00
1.816715518317762132e+02 0.000000000000000000e+00
1.940627305944684622e+02 0.000000000000000000e+00
1.862997762996524784e+02 0.000000000000000000e+00
1.798805697391129854e+02 0.000000000000000000e+00
1.790273065305165119e+02 0.000000000000000000e+00
1.860546212972147941e+02 0.000000000000000000e+00
1.769886612787930744e+02 0.000000000000000000e+00
1.803438131470677490e+02 0.000000000000000000e+00
1.871542942139618049e+02 0.000000000000000000e+00
1.769048833920963943e+02 0.000000000000000000e+00
1.734761133762867473e+02 0.000000000000000000e+00
1.772808601888536941e+02 0.000000000000000000e+00
1.810037382597175224e+02 0.000000000000000000e+00
1.799820219059111537e+02 0.000000000000000000e+00
1.899571187338531786e+02 0.000000000000000000e+00
1.837293159745287312e+02 0.000000000000000000e+00
1.872649336807300813e+02 0.000000000000000000e+00
1.849370491164832515e+02 0.000000000000000000e+00
1.909255533304329333e+02 0.000000000000000000e+00
1.831112343338284063e+02 0.000000000000000000e+00
1.926926611544394063e+02 0.000000000000000000e+00
1.829397902220740093e+02 0.000000000000000000e+00
1.949375502022599562e+02 0.000000000000000000e+00
1.951435517750742292e+02 0.000000000000000000e+00
2.122743953913111170e+02 0.000000000000000000e+00
2.027816242014677073e+02 0.000000000000000000e+00
2.425990593678676817e+02 0.000000000000000000e+00
3.171846012565397359e+02 0.000000000000000000e+00
5.617940195960603660e+02 0.000000000000000000e+00
8.987672910206171082e+02 0.000000000000000000e+00
8.584315873906158458e+02 0.000000000000000000e+00
5.482722620806515579e+02 0.000000000000000000e+00
2.916780421610048393e+02 0.000000000000000000e+00
2.075069630208178921e+02 0.000000000000000000e+00
1.976548288236694191e+02 0.000000000000000000e+00
2.022934061546759494e+02 0.000000000000000000e+00
2.257401107860183913e+02 0.000000000000000000e+00
2.249392935552147037e+02 0.000000000000000000e+00
1.901401686140991956e+02 0.000000000000000000e+00
1.854615799793436679e+02 0.000000000000000000e+00
1.870036539725620628e+02 0.000000000000000000e+00
1.820346607348981820e+02 0.000000000000000000e+00
1.882399585508781001e+02 0.000000000000000000e+00
1.926546684325770968e+02 0.000000000000000000e+00
1.894122556268254982e+02 0.000000000000000000e+00
1.825241234492999922e+02 0.000000000000000000e+00
1.855261913487403547e+02 0.000000000000000000e+00
2.029125160986978358e+02 1.000000000000000000e+00
1.918609661833857558e+02 1.000000000000000000e+00
2.218061517092408508e+02 1.000000000000000000e+00
2.317576377681778581e+02 1.000000000000000000e+00
2.237054618366124146e+02 1.000000000000000000e+00
1.872271290638381345e+02 1.000000000000000000e+00
1.904034593756558706e+02 0.000000000000000000e+00
1.873319653190002327e+02 0.000000000000000000e+00
1.875168037236122132e+02 0.000000000000000000e+00
1.883020357410579209e+02 0.000000000000000000e+00
1.809388956871702874e+02 0.000000000000000000e+00
1.799148332044769347e+02 0.000000000000000000e+00
1.854987103536307700e+02 0.000000000000000000e+00
1.883361725846608579e+02 0.000000000000000000e+00
1.911251375138409969e+02 0.000000000000000000e+00
1.924878645879430792e+02 0.000000000000000000e+00
1.902086796692959751e+02 0.000000000000000000e+00
1.860713931319673122e+02 0.000000000000000000e+00
2.067166286027256774e+02 0.000000000000000000e+00
1.880883146649872799e+02 0.000000000000000000e+00
2.024884014071095066e+02 0.000000000000000000e+00
2.012690565501690116e+02 0.000000000000000000e+00
1.997214722500509652e+02 0.000000000000000000e+00
1.929393272155855072e+02 0.000000000000000000e+00
2.095105552903576722e+02 0.000000000000000000e+00
1.922064885305561859e+02 0.000000000000000000e+00
2.054051205691138193e+02 0.000000000000000000e+00
2.114334317791109470e+02 0.000000000000000000e+00
2.010311876676875897e+02 0.000000000000000000e+00
2.090307154959516254e+02 0.000000000000000000e+00
2.076412069282562811e+02 0.000000000000000000e+00
2.004827735891625480e+02 0.000000000000000000e+00
2.085063194379637252e+02 0.000000000000000000e+00
2.113108873108089085e+02 0.000000000000000000e+00
2.163793833087983387e+02 0.000000000000000000e+00
2.089383450110653939e+02 0.000000000000000000e+00
1.991239741874059916e+02 0.000000000000000000e+00
2.027103935899293106e+02 0.000000000000000000e+00
1.954719076382019693e+02 0.000000000000000000e+00
1.970631104050039255e+02 0.000000000000000000e+00
2.002694889514392855e+02 0.000000000000000000e+00
2.078680184269855999e+02 0.000000000000000000e+00
1.985304866658601668e+02 0.000000000000000000e+00
2.080491970232869505e+02 0.000000000000000000e+00
1.982419003196793312e+02 0.000000000000000000e+00
2.144505469816475625e+02 0.000000000000000000e+00
2.094192401679484874e+02 0.000000000000000000e+00
2.042078884065525983e+02 0.000000000000000000e+00
2.025606660502219825e+02 0.000000000000000000e+00
1.989018186129803496e+02 0.000000000000000000e+00
2.150323283538824910e+02 0.000000000000000000e+00
2.085531210677706895e+02 1.000000000000000000e+00
1.999365197713872533e+02 1.000000000000000000e+00
2.094930412377480025e+02 1.000000000000000000e+00
2.109418000752995113e+02 1.000000000000000000e+00
2.190792770088576731e+02 1.000000000000000000e+00
2.185688878395234553e+02 1.000000000000000000e+00
2.074966930265460689e+02 1.000000000000000000e+00
2.317847474089585944e+02 0.000000000000000000e+00
2.359384868536340036e+02 0.000000000000000000e+00
2.549853179975632145e+02 0.000000000000000000e+00
2.224156157658263169e+02 0.000000000000000000e+00
2.175997918752475471e+02 0.000000000000000000e+00
2.228008938820725859e+02 0.000000000000000000e+00
2.033641858710601014e+02 0.000000000000000000e+00
2.279004064077279565e+02 0.000000000000000000e+00
2.197484034421242711e+02 0.000000000000000000e+00
2.205373018144557591e+02 0.000000000000000000e+00
2.318917763849709957e+02 0.000000000000000000e+00
2.143055108269655307e+02 0.000000000000000000e+00
2.234761232508953981e+02 0.000000000000000000e+00
2.222612120620090650e+02 0.000000000000000000e+00
2.132950633112691889e+02 0.000000000000000000e+00
2.128604406572311802e+02 0.000000000000000000e+00
2.028695019356286195e+02 0.000000000000000000e+00
2.033185971580149385e+02 0.000000000000000000e+00
2.060293523900128605e+02 0.000000000000000000e+00
2.104631826356772422e+02 0.000000000000000000e+00
2.030983549292579085e+02 0.000000000000000000e+00
1.998129963719588886e+02 0.000000000000000000e+00
1.968681021686993518e+02 0.000000000000000000e+00
2.033792690166123123e+02 0.000000000000000000e+00
2.135714682267147282e+02 0.000000000000000000e+00
2.034379252393031550e+02 0.000000000000000000e+00
2.009422061812027209e+02 0.000000000000000000e+00
2.191232112932616474e+02 0.000000000000000000e+00
2.054006076330087751e+02 0.000000000000000000e+00
1.956218048979559683e+02 0.000000000000000000e+00
2.096532347327148784e+02 0.000000000000000000e+00
2.209882392975727043e+02 0.000000000000000000e+00
2.163622963111533863e+02 0.000000000000000000e+00
2.097484066607720763e+02 0.000000000000000000e+00
2.217107324843683784e+02 0.000000000000000000e+00
2.267042625586542783e+02 0.000000000000000000e+00
2.333272489480491458e+02 0.000000000000000000e+00
2.343569363027088457e+02 0.000000000000000000e+00
2.351582259780230402e+02 0.000000000000000000e+00
2.315172157760084417e+02 0.000000000000000000e+00
2.306892872678860442e+02 0.000000000000000000e+00
2.314497189490584503e+02 0.000000000000000000e+00
2.186327450434363584e+02 0.000000000000000000e+00
2.284390796732636488e+02 0.000000000000000000e+00
2.291894983676691027e+02 0.000000000000000000e+00
2.418132886219435704e+02 0.000000000000000000e+00
2.394192460053756975e+02 0.000000000000000000e+00
2.349500593437022076e+02 0.000000000000000000e+00
2.395549092648285807e+02 0.000000000000000000e+00
2.325624893805881186e+02 0.000000000000000000e+00
2.282320868398549010e+02 0.000000000000000000e+00
2.262505890980121421e+02 0.000000000000000000e+00
2.260419517103580915e+02 0.000000000000000000e+00
2.310174454244216236e+02 0.000000000000000000e+00
2.233025634496159455e+02 0.000000000000000000e+00
2.347133704814006308e+02 0.000000000000000000e+00
2.519223807510662709e+02 0.000000000000000000e+00
2.459074774726251462e+02 0.000000000000000000e+00
2.507499126458414196e+02 0.000000000000000000e+00
2.475351673035272313e+02 0.000000000000000000e+00
2.468981436930347400e+02 0.000000000000000000e+00
2.191181669388300293e+02 0.000000000000000000e+00
2.388894754819224318e+02 0.000000000000000000e+00
2.368343778684005656e+02 0.000000000000000000e+00
2.409999183331952395e+02 0.000000000000000000e+00
2.747869438394715189e+02 0.000000000000000000e+00
2.911501040786322392e+02 0.000000000000000000e+00
3.481277254296351202e+02 0.000000000000000000e+00
5.261261283380611076e+02 0.000000000000000000e+00
8.264553334010803383e+02 0.000000000000000000e+00
9.396191758479321834e+02 0.000000000000000000e+00
7.650182006810011899e+02 0.000000000000000000e+00
5.923960860772039041e+02 0.000000000000000000e+00
5.032943599362763507e+02 0.000000000000000000e+00
5.024714169179418946e+02 0.000000000000000000e+00
5.984560218280383879e+02 0.000000000000000000e+00
7.887912022775713012e+02 0.000000000000000000e+00
1.265124694529025419e+03 0.000000000000000000e+00
2.762621956942229190e+03 0.000000000000000000e+00
8.230596200260428304e+03 0.000000000000000000e+00
1.663296501401282512e+04 0.000000000000000000e+00
1.649962095995337950e+04 0.000000000000000000e+00
9.387636098090208179e+03 0.000000000000000000e+00
3.083855266189617396e+03 0.000000000000000000e+00
1.097489415853597620e+03 0.000000000000000000e+00
6.007728846873895918e+02 0.000000000000000000e+00
4.336226686640418961e+02 0.000000000000000000e+00
3.526732846012917548e+02 0.000000000000000000e+00
3.075003132280979798e+02 0.000000000000000000e+00
2.848416057784352802e+02 0.000000000000000000e+00
